feature,dataset,target,stance,source,t_pvalue,u_pvalue,cohens_d,cliffs_delta,cohen_strength,cliff_strength,distributions_normal,preferred_effect,preferred_strength,significant
adv_ratio,pstance,ALL,AGAINST,overall,0.3155,0.1548,0.1746,0.1348,small,negligible,False,Cliff's delta,negligible,no
pronoun_ratio,pstance,ALL,AGAINST,overall,0.3344,0.5778,-0.2088,-0.0529,small,negligible,False,Cliff's delta,negligible,no
avg_dependency_depth,pstance,ALL,AGAINST,overall,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,pstance,ALL,AGAINST,overall,0.4301,0.5264,0.1454,0.0604,small,negligible,False,Cliff's delta,negligible,no
punctuation_usage,pstance,ALL,AGAINST,overall,0.2585,0.5531,-0.2107,-0.0565,small,negligible,False,Cliff's delta,negligible,no
readability_score,pstance,ALL,AGAINST,overall,0.2446,0.7186,0.1569,0.0343,small,negligible,False,Cliff's delta,negligible,no
sentence_length_variation,pstance,ALL,AGAINST,overall,0.2504,0.131,-0.1659,-0.1433,small,negligible,False,Cliff's delta,negligible,no
subordinate_clause_ratio,pstance,ALL,AGAINST,overall,0.7518,0.6711,-0.0522,-0.0403,small,negligible,False,Cliff's delta,negligible,no
sentiment_polarity,pstance,ALL,AGAINST,overall,0.0043,0.0009,-0.4662,-0.3156,medium,small,False,Cliff's delta,small,yes
sentiment_subjectivity,pstance,ALL,AGAINST,overall,0.4596,0.5187,0.1171,0.0613,small,negligible,False,Cliff's delta,negligible,no
anger,pstance,ALL,AGAINST,overall,0.0086,0.1802,0.346,0.1276,medium,negligible,False,Cliff's delta,negligible,yes
joy,pstance,ALL,AGAINST,overall,0.0489,0.0,-0.6573,-0.5217,medium,large,False,Cliff's delta,large,yes
fear,pstance,ALL,AGAINST,overall,0.8474,0.6762,0.0304,0.0398,small,negligible,False,Cliff's delta,negligible,no
sadness,pstance,ALL,AGAINST,overall,0.9287,0.6138,0.0141,-0.0481,small,negligible,False,Cliff's delta,negligible,no
disgust,pstance,ALL,AGAINST,overall,0.0011,0.0724,0.2029,0.171,small,small,False,Cliff's delta,small,yes
surprise,pstance,ALL,AGAINST,overall,0.231,0.0284,-0.2188,-0.2086,small,small,False,Cliff's delta,small,yes
certainty_adverbs_count,pstance,ALL,AGAINST,overall,0.2669,0.144,-0.1878,-0.1109,small,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,pstance,ALL,AGAINST,overall,0.9583,0.8404,0.0091,0.0178,small,negligible,False,Cliff's delta,negligible,no
certainty_adjectives_count,pstance,ALL,AGAINST,overall,0.3466,0.3127,-0.1672,-0.0817,small,negligible,False,Cliff's delta,negligible,no
doubt_adverbs_count,pstance,ALL,AGAINST,overall,0.3643,0.5501,0.1308,0.0489,small,negligible,False,Cliff's delta,negligible,no
doubt_verbs_count,pstance,ALL,AGAINST,overall,0.9497,0.9491,-0.0108,-0.0016,small,negligible,False,Cliff's delta,negligible,no
doubt_adjectives_count,pstance,ALL,AGAINST,overall,0.9441,0.8912,-0.0127,0.0083,small,negligible,False,Cliff's delta,negligible,no
hedges_score,pstance,ALL,AGAINST,overall,0.0148,0.0501,0.3283,0.1435,medium,negligible,False,Cliff's delta,negligible,yes
hedge_C_count,pstance,ALL,AGAINST,overall,0.7531,0.8408,-0.0593,-0.0192,small,negligible,False,Cliff's delta,negligible,no
hedge_D_count,pstance,ALL,AGAINST,overall,0.7145,0.9533,0.0486,0.003,small,negligible,False,Cliff's delta,negligible,no
hedge_E_count,pstance,ALL,AGAINST,overall,0.1582,0.4534,0.1467,0.0337,small,negligible,False,Cliff's delta,negligible,no
hedge_I_count,pstance,ALL,AGAINST,overall,0.0454,0.5613,0.0962,0.0085,small,negligible,False,Cliff's delta,negligible,yes
hedge_N_count,pstance,ALL,AGAINST,overall,0.1422,0.6046,0.1462,0.0252,small,negligible,False,Cliff's delta,negligible,no
C_ratio,pstance,ALL,AGAINST,overall,0.2508,0.3076,-0.155,-0.0735,small,negligible,False,Cliff's delta,negligible,no
D_ratio,pstance,ALL,AGAINST,overall,0.7224,0.9644,0.0481,0.0023,small,negligible,False,Cliff's delta,negligible,no
E_ratio,pstance,ALL,AGAINST,overall,0.6989,0.4717,0.0662,0.0323,small,negligible,False,Cliff's delta,negligible,no
I_ratio,pstance,ALL,AGAINST,overall,0.0473,0.5613,0.0954,0.0085,small,negligible,False,Cliff's delta,negligible,yes
N_ratio,pstance,ALL,AGAINST,overall,0.1854,0.6071,0.1385,0.0251,small,negligible,False,Cliff's delta,negligible,no
word_count,pstance,ALL,FAVOR,overall,0.5108,0.4745,-0.0732,-0.0493,small,negligible,False,Cliff's delta,negligible,no
sentence_count,pstance,ALL,FAVOR,overall,0.53,0.5006,0.076,0.0452,small,negligible,False,Cliff's delta,negligible,no
avg_word_length,pstance,ALL,FAVOR,overall,0.8777,0.7929,-0.0169,-0.0181,small,negligible,False,Cliff's delta,negligible,no
std_word_length,pstance,ALL,FAVOR,overall,0.0444,0.1362,0.2163,0.1026,small,negligible,False,Cliff's delta,negligible,yes
type_token_ratio,pstance,ALL,FAVOR,overall,0.3956,0.5063,-0.098,-0.0458,small,negligible,False,Cliff's delta,negligible,no
hapax_legomena,pstance,ALL,FAVOR,overall,0.8278,0.9491,-0.0267,-0.0044,small,negligible,False,Cliff's delta,negligible,no
stopword_ratio,pstance,ALL,FAVOR,overall,0.1674,0.2851,-0.1472,-0.0736,small,negligible,False,Cliff's delta,negligible,no
punctuation_density,pstance,ALL,FAVOR,overall,0.2367,0.026,0.1706,0.1533,small,small,False,Cliff's delta,small,yes
noun_ratio,pstance,ALL,FAVOR,overall,0.4346,0.389,0.0943,0.0593,small,negligible,False,Cliff's delta,negligible,no
verb_ratio,pstance,ALL,FAVOR,overall,0.0367,0.073,-0.2526,-0.1234,small,negligible,True,Cohen's d,small,yes
adj_ratio,pstance,ALL,FAVOR,overall,0.1732,0.2563,0.1511,0.0779,small,negligible,False,Cliff's delta,negligible,no
adv_ratio,pstance,ALL,FAVOR,overall,0.0066,0.0049,-0.3522,-0.1899,medium,small,False,Cliff's delta,small,yes
pronoun_ratio,pstance,ALL,FAVOR,overall,0.019,0.0461,0.2542,0.1368,small,negligible,False,Cliff's delta,negligible,yes
avg_dependency_depth,pstance,ALL,FAVOR,overall,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,pstance,ALL,FAVOR,overall,0.3125,0.3563,-0.1145,-0.0635,small,negligible,False,Cliff's delta,negligible,no
punctuation_usage,pstance,ALL,FAVOR,overall,0.7482,0.5378,0.0388,0.0424,small,negligible,False,Cliff's delta,negligible,no
readability_score,pstance,ALL,FAVOR,overall,0.3518,0.53,-0.1154,-0.0433,small,negligible,False,Cliff's delta,negligible,no
sentence_length_variation,pstance,ALL,FAVOR,overall,0.0836,0.116,-0.2406,-0.1079,small,negligible,False,Cliff's delta,negligible,no
subordinate_clause_ratio,pstance,ALL,FAVOR,overall,0.1205,0.2184,-0.2193,-0.0841,small,negligible,False,Cliff's delta,negligible,no
sentiment_polarity,pstance,ALL,FAVOR,overall,0.0,0.0,0.6037,0.3643,medium,medium,False,Cliff's delta,medium,yes
sentiment_subjectivity,pstance,ALL,FAVOR,overall,0.7653,0.6927,0.035,0.0271,small,negligible,False,Cliff's delta,negligible,no
anger,pstance,ALL,FAVOR,overall,0.0002,0.0,-0.6064,-0.3062,medium,small,False,Cliff's delta,small,yes
joy,pstance,ALL,FAVOR,overall,0.0,0.0,0.6689,0.5583,medium,large,False,Cliff's delta,large,yes
fear,pstance,ALL,FAVOR,overall,0.2888,0.3197,0.1302,0.0685,small,negligible,False,Cliff's delta,negligible,no
sadness,pstance,ALL,FAVOR,overall,0.2687,0.2637,-0.1571,-0.077,small,negligible,False,Cliff's delta,negligible,no
disgust,pstance,ALL,FAVOR,overall,0.0337,0.0,-0.5333,-0.3203,medium,small,False,Cliff's delta,small,yes
surprise,pstance,ALL,FAVOR,overall,0.2731,0.0809,-0.1796,0.1202,small,negligible,False,Cliff's delta,negligible,no
certainty_adverbs_count,pstance,ALL,FAVOR,overall,0.3018,0.4278,0.1125,0.0439,small,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,pstance,ALL,FAVOR,overall,0.0094,0.0311,0.2747,0.1385,small,negligible,False,Cliff's delta,negligible,yes
certainty_adjectives_count,pstance,ALL,FAVOR,overall,0.0003,0.0133,0.3364,0.1542,medium,small,False,Cliff's delta,small,yes
doubt_adverbs_count,pstance,ALL,FAVOR,overall,0.1798,0.3437,-0.1851,-0.0527,small,negligible,False,Cliff's delta,negligible,no
doubt_verbs_count,pstance,ALL,FAVOR,overall,0.6107,0.5515,-0.0711,-0.009,small,negligible,False,Cliff's delta,negligible,no
doubt_adjectives_count,pstance,ALL,FAVOR,overall,0.4238,0.5211,-0.107,-0.0286,small,negligible,False,Cliff's delta,negligible,no
hedges_score,pstance,ALL,FAVOR,overall,0.0219,0.0054,-0.3284,-0.1201,medium,negligible,False,Cliff's delta,negligible,yes
hedge_C_count,pstance,ALL,FAVOR,overall,0.2127,0.1931,-0.1401,-0.0896,small,negligible,False,Cliff's delta,negligible,no
hedge_D_count,pstance,ALL,FAVOR,overall,0.4203,0.2263,-0.1036,-0.027,small,negligible,False,Cliff's delta,negligible,no
hedge_E_count,pstance,ALL,FAVOR,overall,0.1938,0.1236,-0.2284,-0.0324,small,negligible,False,Cliff's delta,negligible,no
hedge_I_count,pstance,ALL,FAVOR,overall,0.7203,0.6759,-0.0501,-0.0045,small,negligible,False,Cliff's delta,negligible,no
hedge_N_count,pstance,ALL,FAVOR,overall,0.2266,0.3077,-0.1809,-0.0332,small,negligible,False,Cliff's delta,negligible,no
C_ratio,pstance,ALL,FAVOR,overall,0.0724,0.0855,0.2871,0.0703,small,negligible,False,Cliff's delta,negligible,no
D_ratio,pstance,ALL,FAVOR,overall,0.3528,0.2235,-0.1326,-0.0272,small,negligible,False,Cliff's delta,negligible,no
E_ratio,pstance,ALL,FAVOR,overall,0.1622,0.1166,-0.253,-0.0331,small,negligible,False,Cliff's delta,negligible,no
I_ratio,pstance,ALL,FAVOR,overall,0.5452,0.67,-0.1113,-0.0046,small,negligible,False,Cliff's delta,negligible,no
N_ratio,pstance,ALL,FAVOR,overall,0.246,0.3128,-0.1751,-0.0328,small,negligible,False,Cliff's delta,negligible,no
word_count,pstance,Donald Trump,AGAINST,target,0.6895,0.6836,-0.0911,-0.0553,small,negligible,False,Cliff's delta,negligible,no
sentence_count,pstance,Donald Trump,AGAINST,target,0.0619,0.0324,-0.4654,-0.2833,medium,small,False,Cliff's delta,small,yes
avg_word_length,pstance,Donald Trump,AGAINST,target,0.0379,0.067,0.4562,0.2479,medium,small,False,Cliff's delta,small,yes
std_word_length,pstance,Donald Trump,AGAINST,target,0.6323,0.9386,0.0878,-0.0106,small,negligible,False,Cliff's delta,negligible,no
type_token_ratio,pstance,Donald Trump,AGAINST,target,0.5163,0.6501,0.1362,0.0616,small,negligible,False,Cliff's delta,negligible,no
hapax_legomena,pstance,Donald Trump,AGAINST,target,0.6198,0.7115,0.0995,0.0502,small,negligible,True,Cohen's d,small,no
stopword_ratio,pstance,Donald Trump,AGAINST,target,0.234,0.2355,0.241,0.1606,small,small,True,Cohen's d,small,no
punctuation_density,pstance,Donald Trump,AGAINST,target,0.0767,0.0554,-0.4017,-0.2593,medium,small,False,Cliff's delta,small,no
noun_ratio,pstance,Donald Trump,AGAINST,target,0.1907,0.1293,-0.3086,-0.2053,medium,small,False,Cliff's delta,small,no
verb_ratio,pstance,Donald Trump,AGAINST,target,0.8404,0.8212,0.0424,0.0308,small,negligible,True,Cohen's d,small,no
adj_ratio,pstance,Donald Trump,AGAINST,target,0.5205,0.6482,-0.1626,-0.0618,small,negligible,False,Cliff's delta,negligible,no
adv_ratio,pstance,Donald Trump,AGAINST,target,0.3346,0.3658,0.2063,0.1213,small,negligible,False,Cliff's delta,negligible,no
pronoun_ratio,pstance,Donald Trump,AGAINST,target,0.6369,0.857,-0.1331,-0.0245,small,negligible,False,Cliff's delta,negligible,no
avg_dependency_depth,pstance,Donald Trump,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,pstance,Donald Trump,AGAINST,target,0.5372,0.436,0.1311,0.1056,small,negligible,True,Cohen's d,small,no
punctuation_usage,pstance,Donald Trump,AGAINST,target,0.0116,0.0061,-0.7302,-0.3711,large,medium,False,Cliff's delta,medium,yes
readability_score,pstance,Donald Trump,AGAINST,target,0.0007,0.0123,0.5849,0.3389,medium,medium,False,Cliff's delta,medium,yes
sentence_length_variation,pstance,Donald Trump,AGAINST,target,0.2763,0.5777,0.1951,0.0752,small,negligible,False,Cliff's delta,negligible,no
subordinate_clause_ratio,pstance,Donald Trump,AGAINST,target,0.784,0.675,-0.0584,-0.0567,small,negligible,False,Cliff's delta,negligible,no
sentiment_polarity,pstance,Donald Trump,AGAINST,target,0.5427,0.4261,-0.1625,-0.1074,small,negligible,False,Cliff's delta,negligible,no
sentiment_subjectivity,pstance,Donald Trump,AGAINST,target,0.5056,0.5757,-0.1446,-0.0757,small,negligible,False,Cliff's delta,negligible,no
anger,pstance,Donald Trump,AGAINST,target,0.0876,0.2909,0.311,0.1431,medium,negligible,False,Cliff's delta,negligible,no
joy,pstance,Donald Trump,AGAINST,target,0.1974,0.0116,-0.7489,-0.3417,large,medium,False,Cliff's delta,medium,yes
fear,pstance,Donald Trump,AGAINST,target,0.6432,0.8252,0.1085,0.0301,small,negligible,False,Cliff's delta,negligible,no
sadness,pstance,Donald Trump,AGAINST,target,0.4795,0.428,-0.1715,-0.1074,small,negligible,False,Cliff's delta,negligible,no
disgust,pstance,Donald Trump,AGAINST,target,0.0096,0.3335,0.1892,0.131,small,negligible,False,Cliff's delta,negligible,yes
surprise,pstance,Donald Trump,AGAINST,target,0.1341,0.0048,-0.5903,-0.3819,medium,medium,False,Cliff's delta,medium,yes
certainty_adverbs_count,pstance,Donald Trump,AGAINST,target,0.1558,0.0853,-0.5468,-0.185,medium,small,False,Cliff's delta,small,no
certainty_verbs_count,pstance,Donald Trump,AGAINST,target,0.646,0.5016,-0.1108,-0.0819,small,negligible,False,Cliff's delta,negligible,no
certainty_adjectives_count,pstance,Donald Trump,AGAINST,target,0.1537,0.1214,-0.4658,-0.1773,medium,small,False,Cliff's delta,small,no
doubt_adverbs_count,pstance,Donald Trump,AGAINST,target,0.3444,0.3909,0.2006,0.0965,small,negligible,False,Cliff's delta,negligible,no
doubt_verbs_count,pstance,Donald Trump,AGAINST,target,0.3127,0.0894,-0.3999,-0.0722,medium,negligible,False,Cliff's delta,negligible,no
doubt_adjectives_count,pstance,Donald Trump,AGAINST,target,0.5886,0.6547,-0.1571,-0.0396,small,negligible,False,Cliff's delta,negligible,no
hedges_score,pstance,Donald Trump,AGAINST,target,0.0586,0.1131,0.3527,0.1611,medium,small,False,Cliff's delta,small,no
hedge_C_count,pstance,Donald Trump,AGAINST,target,0.9711,0.9659,-0.0082,-0.006,small,negligible,False,Cliff's delta,negligible,no
hedge_D_count,pstance,Donald Trump,AGAINST,target,0.3925,0.5231,0.1543,0.0428,small,negligible,False,Cliff's delta,negligible,no
hedge_E_count,pstance,Donald Trump,AGAINST,target,0.7223,0.854,0.065,0.0104,small,negligible,False,Cliff's delta,negligible,no
hedge_I_count,pstance,Donald Trump,AGAINST,target,0.3774,0.0355,-0.4976,-0.0454,medium,negligible,False,Cliff's delta,negligible,yes
hedge_N_count,pstance,Donald Trump,AGAINST,target,0.0,0.0947,0.3544,0.125,medium,negligible,False,Cliff's delta,negligible,yes
C_ratio,pstance,Donald Trump,AGAINST,target,0.1172,0.1538,-0.2712,-0.1421,small,negligible,False,Cliff's delta,negligible,no
D_ratio,pstance,Donald Trump,AGAINST,target,0.1569,0.5035,0.181,0.0449,small,negligible,False,Cliff's delta,negligible,no
E_ratio,pstance,Donald Trump,AGAINST,target,0.6544,0.8672,0.0739,0.0095,small,negligible,False,Cliff's delta,negligible,no
I_ratio,pstance,Donald Trump,AGAINST,target,0.3635,0.0346,-0.5879,-0.0456,medium,negligible,False,Cliff's delta,negligible,yes
N_ratio,pstance,Donald Trump,AGAINST,target,0.0,0.095,0.3361,0.125,medium,negligible,False,Cliff's delta,negligible,yes
word_count,pstance,Donald Trump,FAVOR,target,0.6999,0.7609,0.0778,0.0359,small,negligible,False,Cliff's delta,negligible,no
sentence_count,pstance,Donald Trump,FAVOR,target,0.7239,0.6072,-0.0687,-0.059,small,negligible,False,Cliff's delta,negligible,no
avg_word_length,pstance,Donald Trump,FAVOR,target,0.2238,0.4689,0.1863,0.0852,small,negligible,False,Cliff's delta,negligible,no
std_word_length,pstance,Donald Trump,FAVOR,target,0.0018,0.0718,0.4059,0.2116,medium,small,False,Cliff's delta,small,yes
type_token_ratio,pstance,Donald Trump,FAVOR,target,0.0518,0.0449,-0.3787,-0.2356,medium,small,True,Cohen's d,medium,yes
hapax_legomena,pstance,Donald Trump,FAVOR,target,0.2711,0.1311,-0.2325,-0.1774,small,small,True,Cohen's d,small,no
stopword_ratio,pstance,Donald Trump,FAVOR,target,0.0055,0.0158,-0.532,-0.2834,medium,small,False,Cliff's delta,small,yes
punctuation_density,pstance,Donald Trump,FAVOR,target,0.0802,0.1526,0.3219,0.1681,medium,small,False,Cliff's delta,small,no
noun_ratio,pstance,Donald Trump,FAVOR,target,0.0007,0.0175,0.5224,0.2791,medium,small,False,Cliff's delta,small,yes
verb_ratio,pstance,Donald Trump,FAVOR,target,0.0363,0.0583,-0.4618,-0.2224,medium,small,True,Cohen's d,medium,yes
adj_ratio,pstance,Donald Trump,FAVOR,target,0.9628,0.6832,-0.0082,-0.0479,small,negligible,False,Cliff's delta,negligible,no
adv_ratio,pstance,Donald Trump,FAVOR,target,0.4622,0.2674,-0.1281,-0.1279,small,negligible,False,Cliff's delta,negligible,no
pronoun_ratio,pstance,Donald Trump,FAVOR,target,0.8596,0.968,0.034,0.0049,small,negligible,False,Cliff's delta,negligible,no
avg_dependency_depth,pstance,Donald Trump,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,pstance,Donald Trump,FAVOR,target,0.0111,0.0421,-0.4565,-0.2387,medium,small,False,Cliff's delta,small,yes
punctuation_usage,pstance,Donald Trump,FAVOR,target,0.6941,0.4398,-0.0702,-0.0908,small,negligible,False,Cliff's delta,negligible,no
readability_score,pstance,Donald Trump,FAVOR,target,0.0662,0.0765,0.3364,0.2081,medium,small,False,Cliff's delta,small,no
sentence_length_variation,pstance,Donald Trump,FAVOR,target,0.4822,0.5702,-0.1638,-0.0666,small,negligible,False,Cliff's delta,negligible,no
subordinate_clause_ratio,pstance,Donald Trump,FAVOR,target,0.6795,0.931,-0.0961,-0.0103,small,negligible,False,Cliff's delta,negligible,no
sentiment_polarity,pstance,Donald Trump,FAVOR,target,0.0074,0.0425,0.4621,0.2356,medium,small,False,Cliff's delta,small,yes
sentiment_subjectivity,pstance,Donald Trump,FAVOR,target,0.5419,0.4084,0.1301,0.0967,small,negligible,False,Cliff's delta,negligible,no
anger,pstance,Donald Trump,FAVOR,target,0.6756,0.3836,-0.0924,-0.1025,small,negligible,False,Cliff's delta,negligible,no
joy,pstance,Donald Trump,FAVOR,target,0.0002,0.0093,0.3599,0.3055,medium,small,False,Cliff's delta,small,yes
fear,pstance,Donald Trump,FAVOR,target,0.6247,0.7322,0.1071,0.0404,small,negligible,False,Cliff's delta,negligible,no
sadness,pstance,Donald Trump,FAVOR,target,0.9545,0.7977,-0.0107,-0.0303,small,negligible,False,Cliff's delta,negligible,no
disgust,pstance,Donald Trump,FAVOR,target,0.1965,0.0105,-0.5544,-0.3005,medium,small,False,Cliff's delta,small,yes
surprise,pstance,Donald Trump,FAVOR,target,0.2377,0.273,-0.4956,-0.1289,medium,negligible,False,Cliff's delta,negligible,no
certainty_adverbs_count,pstance,Donald Trump,FAVOR,target,0.1592,0.2335,0.2385,0.1135,small,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,pstance,Donald Trump,FAVOR,target,0.565,0.6848,0.1081,0.0454,small,negligible,False,Cliff's delta,negligible,no
certainty_adjectives_count,pstance,Donald Trump,FAVOR,target,0.0873,0.303,0.2677,0.1068,small,negligible,False,Cliff's delta,negligible,no
doubt_adverbs_count,pstance,Donald Trump,FAVOR,target,0.6689,0.3168,0.0974,0.0922,small,negligible,False,Cliff's delta,negligible,no
doubt_verbs_count,pstance,Donald Trump,FAVOR,target,0.0833,0.5023,0.1375,0.0163,small,negligible,False,Cliff's delta,negligible,no
